StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 8:15:27,2021-10-19 8:28:43,IP Address,100,795,TRUE,2021-10-19 8:28:43,R_2VJRcZhJF0H9iwQ,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too much attention - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Agree - 6,Agree - 6,Somewhat disagree - 3,Strongly disagree - 1,Disagree - 2,Moderately too much attention - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Strongly agree - 7,Strongly agree - 7,Sometimes - 3,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Agree - 6,Somewhat agree - 5,Moderately too little attention - 2,Moderately too little - 2,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Somewhat disagree - 3,Somewhat disagree - 3,Sometimes - 3,Extremely interesting - 5,2,48183,NL,NOS,2,3,5
2021-10-19 8:34:00,2021-10-19 8:37:34,IP Address,100,213,TRUE,2021-10-19 8:37:34,R_2wH9zSXj2isD6pM,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,6,809350,NL,FB,0,4,0
2021-10-19 8:26:43,2021-10-19 8:37:56,IP Address,100,673,TRUE,2021-10-19 8:37:56,R_248Zl96oEGtpBJa,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Neither too much nor too little - 4,Moderately too little - 2,Slightly too little - 3,Far too little - 1,Far too little - 1,Agree - 6,Somewhat disagree - 3,Never - 1,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Far too little - 1,Moderately too little - 2,Far too little - 1,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,7,481233,NL,GA,3,5,0
2021-10-19 8:29:26,2021-10-19 8:38:41,IP Address,100,554,TRUE,2021-10-19 8:38:41,R_241p5Av8oT9AjVd,anonymous,NL,1,Disagree - 2,Disagree - 2,Strongly disagree - 1,Somewhat disagree - 3,Agree -6,Agree -6,Strongly agree - 7,Strongly disagree - 1,Disagree - 2,Agree - 6,Agree - 6,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Far too little - 1,Moderately too little - 2,Neither too much nor too little - 4,Disagree - 2,Strongly disagree - 1,Usually - 5,Strongly disagree - 1,Strongly disagree - 1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Far too little attention - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Moderately too little - 2,Far too little - 1,Far too little - 1,Slightly too little - 3,Disagree - 2,Strongly disagree - 1,Usually - 5,,,,,,,,,,,,,,,,,,Extremely interesting - 5,2,4163899,NL,NOS/GA,3,0,4
2021-10-19 8:28:54,2021-10-19 8:39:10,IP Address,100,616,TRUE,2021-10-19 8:39:12,R_xhp3l3HJ14beh2N,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Somewhat disagree - 3,Strongly disagree - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,Never - 1,Very interesting - 4,6,173412,NL,FB,0,5,0
2021-10-19 8:29:58,2021-10-19 8:43:29,IP Address,100,811,TRUE,2021-10-19 8:43:29,R_26ky1aGaOl8KWS5,anonymous,NL,1,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Strongly agree - 7,Agree - 6,Disagree - 2,Neither agree of disagree - 4,Disagree - 2,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,5,1522076,NL,NOS,0,1,4
2021-10-19 8:41:36,2021-10-19 8:46:55,IP Address,100,319,TRUE,2021-10-19 8:46:56,R_9ERfmUzTAD1SEfL,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat disagree - 3,Disagree - 2,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Slightly too much - 5,Moderately too little - 2,Far too little - 1,Far too little - 1,Slightly too little - 3,Neither agree nor disagree - 4,Disagree - 2,Seldom - 2,,,,,,,,,,,,,,,,,,Slightly interesting - 2,4,3819765,NL,NOS,0,0,4
2021-10-19 8:46:24,2021-10-19 8:49:02,IP Address,100,157,TRUE,2021-10-19 8:49:02,R_2Ua8LRqhgIW5EHJ,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Disagree - 2,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Usually - 5,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Agree - 6,Strongly agree - 7,Far too little attention - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Strongly disagree - 1,Strongly disagree - 1,About half of the time - 4,Slightly interesting - 2,4,5005724,NL,NOS,0,2,5
2021-10-19 8:45:22,2021-10-19 8:49:04,IP Address,100,221,TRUE,2021-10-19 8:49:04,R_25zt6iz5558gtGF,anonymous,NL,1,Agree -6,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Disagree - 2,Strongly disagree - 1,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Somewhat disagree - 3,Agree - 6,Strongly agree - 7,Moderately too little attention - 2,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Somewhat disagree - 3,Never - 1,Moderately interesting - 3,7,42600,NL,NOS,0,3,4
2021-10-19 8:48:52,2021-10-19 8:51:01,IP Address,100,129,TRUE,2021-10-19 8:51:02,R_9Bx659eyPWYJBJv,anonymous,NL,1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Agree - 6,Slightly too little attention - 3,Neither too much nor too little - 4,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Agree - 6,Sometimes - 3,Disagree - 2,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,7,46418,NL,GA,3,5,3
2021-10-19 8:46:54,2021-10-19 8:51:23,IP Address,100,269,TRUE,2021-10-19 8:51:23,R_NXgt3Wa253tUzAZ,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Sometimes - 3,,,,,,,,,,,,,,,,,,Very interesting - 4,5,4074720,NL,NOS,1,0,3
2021-10-19 8:48:33,2021-10-19 8:52:26,IP Address,100,233,TRUE,2021-10-19 8:52:26,R_43kaV6eicsRZSjn,anonymous,NL,89.999.997.615.814.200.000.000,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Agree -6,Somewhat agree - 5,Agree - 6,Strongly agree - 7,Somewhat agree - 5,Strongly agree - 7,Slightly too much attention - 5,Far too much - 7,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Far too much - 7,Moderately too much - 6,Somewhat disagree - 3,Agree - 6,Most of the time - 6,Neither agree of disagree - 4,Agree - 6,Neither agree of disagree - 4,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too much - 7,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Agree - 6,Most of the time - 6,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Far too much - 7,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Far too much - 7,Agree - 6,Agree - 6,Most of the time - 6,Very interesting - 4,8,4437545,NL,GA,5,5,5
2021-10-19 8:46:18,2021-10-19 8:52:43,IP Address,100,384,TRUE,2021-10-19 8:52:43,R_2VCpLRypketlQYA,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,,,,,,,,,,,,,,,,,,Very interesting - 4,5,4408379,NL,NOS,1,0,5
2021-10-19 8:50:06,2021-10-19 8:52:56,IP Address,100,170,TRUE,2021-10-19 8:52:57,R_2SoAJxBQDow6kPX,anonymous,NL,1,Agree -6,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,3132317,NL,NOS,0,0,5
2021-10-19 8:46:05,2021-10-19 8:53:33,IP Address,100,448,TRUE,2021-10-19 8:53:33,R_pzVaNeb0qfBWsVj,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Disagree - 2,Neither agree nor disagree - 4,Disagree - 2,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Moderately too little - 2,Moderately too little - 2,Moderately too much - 6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Neither agree nor disagree - 4,Strongly disagree - 1,Never - 1,Very interesting - 4,9,1773810,NL,FB,0,4,3
